user_id,final_status,rejection_stage,fraud_flag,risk_score,category,is_messy,fraud_type
REF_0361,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0362,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0363,ACCEPTED,None,False,0,Eligible,False,None
REF_0364,ACCEPTED,None,False,0,Eligible,False,None
REF_0365,ACCEPTED,None,False,0,Eligible,False,None
REF_0366,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0367,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0368,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0369,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0370,ACCEPTED,None,False,0,Eligible,False,None
REF_0371,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0372,ACCEPTED,None,False,0,Eligible,False,None
REF_0373,ACCEPTED,None,False,0,Eligible,False,None
REF_0374,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0375,ACCEPTED,None,False,0,Eligible,False,None
REF_0376,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0377,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0378,ACCEPTED,None,False,0,Eligible,False,None
REF_0379,ACCEPTED,None,False,0,Eligible,False,None
REF_0380,ACCEPTED,None,False,0,Eligible,False,None
REF_0381,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0382,ACCEPTED,None,False,0,Eligible,False,None
REF_0383,ACCEPTED,None,False,0,Eligible,False,None
REF_0384,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0385,ACCEPTED,None,False,0,Eligible,False,None
REF_0386,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0387,ACCEPTED,None,False,0,Eligible,False,None
REF_0388,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0389,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0390,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0391,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0392,ACCEPTED,None,False,0,Eligible,False,None
REF_0393,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0394,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0395,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0396,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0397,ACCEPTED,None,False,0,Eligible,False,None
REF_0398,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0399,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0400,ACCEPTED,None,False,0,Eligible,False,None
REF_0401,ACCEPTED,None,False,0,Eligible,False,None
REF_0402,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0403,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0404,ACCEPTED,None,False,0,Eligible,False,None
REF_0405,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0406,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0407,ACCEPTED,None,False,0,Eligible,False,None
REF_0408,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0409,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0410,ACCEPTED,None,False,0,Eligible,False,None
REF_0411,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0412,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0413,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0414,ACCEPTED,None,False,0,Eligible,False,None
REF_0415,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0416,ACCEPTED,None,False,0,Eligible,False,None
REF_0417,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0418,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0419,ACCEPTED,None,False,0,Eligible,False,None
REF_0420,ACCEPTED,None,False,0,Eligible,False,None
REF_0421,ACCEPTED,None,False,0,Eligible,False,None
REF_0422,ACCEPTED,None,False,0,Eligible,False,None
REF_0423,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0424,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0425,ACCEPTED,None,False,0,Eligible,False,None
REF_0426,ACCEPTED,None,False,0,Eligible,False,None
REF_0427,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0428,REJECTED,CreditBureauAgent,True,50,Eligible,False,None
REF_0429,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0430,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0431,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0432,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0433,ACCEPTED,None,False,0,Eligible,False,None
REF_0434,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0435,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0436,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0437,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0438,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0439,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0440,ACCEPTED,None,False,0,Eligible,False,None
REF_0441,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0442,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0443,ACCEPTED,None,False,0,Eligible,False,None
REF_0444,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0445,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0446,ACCEPTED,None,False,0,Eligible,False,None
REF_0447,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0448,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0449,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0450,ACCEPTED,None,False,0,Eligible,False,None
REF_0451,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0452,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0453,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0454,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0455,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0456,ACCEPTED,None,False,0,Eligible,False,None
REF_0457,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0458,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0459,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0460,ACCEPTED,None,False,0,Eligible,False,None
REF_0461,ACCEPTED,None,False,0,Eligible,False,None
REF_0462,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0463,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0464,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0465,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0466,ACCEPTED,None,False,0,Eligible,False,None
REF_0467,ACCEPTED,None,False,0,Eligible,False,None
REF_0468,ACCEPTED,None,False,0,Eligible,False,None
REF_0469,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0470,ACCEPTED,None,False,0,Eligible,False,None
REF_0471,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0472,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0473,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0474,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0475,ACCEPTED,None,False,0,Eligible,False,None
REF_0476,ACCEPTED,None,False,0,Eligible,False,None
REF_0477,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0478,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0479,ACCEPTED,None,False,0,Eligible,False,None
REF_0480,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0481,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0482,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0483,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0484,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0485,ACCEPTED,None,False,0,Eligible,False,None
REF_0486,ACCEPTED,None,False,0,Eligible,False,None
REF_0487,ACCEPTED,None,False,0,Eligible,False,None
REF_0488,ACCEPTED,None,False,0,Eligible,False,None
REF_0489,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0490,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0491,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0492,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0493,ACCEPTED,None,False,0,Eligible,False,None
REF_0494,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0495,ACCEPTED,None,False,0,Eligible,False,None
REF_0496,ACCEPTED,None,False,0,Eligible,False,None
REF_0497,ACCEPTED,None,False,0,Eligible,False,None
REF_0498,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0499,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0500,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0501,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0502,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0503,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0504,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0505,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0506,ACCEPTED,None,False,0,Eligible,False,None
REF_0507,ACCEPTED,None,False,0,Eligible,False,None
REF_0508,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0509,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0510,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0511,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0512,ACCEPTED,None,False,0,Eligible,False,None
REF_0513,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0514,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0515,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0516,ACCEPTED,None,False,0,Eligible,False,None
REF_0517,ACCEPTED,None,False,0,Eligible,False,None
REF_0518,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0519,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0520,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0521,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0522,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0523,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0524,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0525,ACCEPTED,None,False,0,Eligible,False,None
REF_0526,ACCEPTED,None,False,0,Eligible,False,None
REF_0527,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0528,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0529,ACCEPTED,None,False,0,Eligible,False,None
REF_0530,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0531,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0532,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0533,ACCEPTED,None,False,0,Eligible,False,None
REF_0534,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0535,ACCEPTED,None,False,0,Eligible,False,None
REF_0536,ACCEPTED,None,False,0,Eligible,False,None
REF_0537,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0538,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0539,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0540,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0541,ACCEPTED,None,False,0,Eligible,False,None
REF_0542,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0543,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0544,ACCEPTED,None,False,0,Eligible,False,None
REF_0545,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0546,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0547,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0548,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0549,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0550,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0551,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0552,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0553,ACCEPTED,None,False,0,Eligible,False,None
REF_0554,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0555,ACCEPTED,None,False,0,Eligible,False,None
REF_0556,ACCEPTED,None,False,0,Eligible,False,None
REF_0557,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0558,ACCEPTED,None,False,0,Eligible,False,None
REF_0559,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0560,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0561,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0562,ACCEPTED,None,False,0,Eligible,False,None
REF_0563,ACCEPTED,None,False,0,Eligible,False,None
REF_0564,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0565,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0566,ACCEPTED,None,False,0,Eligible,False,None
REF_0567,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0568,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0569,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0570,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0571,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0572,ACCEPTED,None,False,0,Eligible,False,None
REF_0573,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0574,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0575,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0576,ACCEPTED,None,False,0,Eligible,False,None
REF_0577,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0578,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0579,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0580,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0581,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0582,ACCEPTED,None,False,0,Eligible,False,None
REF_0583,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0584,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0585,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0586,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0587,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0588,ACCEPTED,None,False,0,Eligible,False,None
REF_0589,ACCEPTED,None,False,0,Eligible,False,None
REF_0590,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0591,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0592,ACCEPTED,None,False,0,Eligible,False,None
REF_0593,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0594,ACCEPTED,None,False,0,Eligible,False,None
REF_0595,ACCEPTED,None,False,0,Eligible,False,None
REF_0596,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0597,ACCEPTED,None,False,0,Eligible,False,None
REF_0598,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0599,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0600,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0601,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0602,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0603,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0604,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0605,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0606,ACCEPTED,None,False,0,Eligible,False,None
REF_0607,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0608,ACCEPTED,None,False,0,Eligible,False,None
REF_0609,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0610,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0611,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0612,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0613,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0614,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0615,ACCEPTED,None,False,0,Eligible,False,None
REF_0616,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0617,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0618,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0619,ACCEPTED,None,False,0,Eligible,False,None
REF_0620,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0621,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0622,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0623,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0624,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0625,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0626,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0627,ACCEPTED,None,False,0,Eligible,False,None
REF_0628,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0629,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0630,ACCEPTED,None,False,0,Eligible,False,None
REF_0631,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0632,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0633,ACCEPTED,None,False,0,Eligible,False,None
REF_0634,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0635,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0636,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0637,ACCEPTED,None,False,0,Eligible,False,None
REF_0638,ACCEPTED,None,False,0,Eligible,False,None
REF_0639,REJECTED,CreditBureauAgent,True,50,Ineligible_Credit,False,None
REF_0640,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0641,ACCEPTED,None,False,0,Eligible,False,None
REF_0642,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0643,ACCEPTED,None,False,0,Eligible,False,None
REF_0644,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0645,ACCEPTED,None,False,0,Eligible,False,None
REF_0646,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0647,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0648,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0649,ACCEPTED,None,False,0,Eligible,False,None
REF_0650,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0651,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0652,ACCEPTED,None,False,0,Eligible,False,None
REF_0653,ACCEPTED,None,False,0,Eligible,False,None
REF_0654,ACCEPTED,None,False,0,Eligible,False,None
REF_0655,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0656,ACCEPTED,None,False,0,Eligible,False,None
REF_0657,ACCEPTED,None,False,0,Eligible,False,None
REF_0658,ACCEPTED,None,False,0,Eligible,False,None
REF_0659,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0660,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0661,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0662,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0663,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0664,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0665,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0666,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0667,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0668,ACCEPTED,None,False,0,Eligible,False,None
REF_0669,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0670,ACCEPTED,None,False,0,Eligible,False,None
REF_0671,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0672,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0673,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0674,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0675,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0676,ACCEPTED,None,False,0,Eligible,False,None
REF_0677,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0678,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0679,ACCEPTED,None,False,0,Eligible,False,None
REF_0680,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0681,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0682,ACCEPTED,None,False,0,Eligible,False,None
REF_0683,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0684,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0685,ACCEPTED,None,False,0,Eligible,False,None
REF_0686,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0687,ACCEPTED,None,False,0,Eligible,False,None
REF_0688,ACCEPTED,None,False,0,Eligible,False,None
REF_0689,ACCEPTED,None,False,0,Eligible,False,None
REF_0690,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0691,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0692,ACCEPTED,None,False,0,Eligible,False,None
REF_0693,ACCEPTED,None,False,0,Eligible,False,None
REF_0694,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0695,ACCEPTED,None,False,0,Eligible,False,None
REF_0696,ACCEPTED,None,False,0,Eligible,False,None
REF_0697,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0698,ACCEPTED,None,False,0,Eligible,False,None
REF_0699,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0700,ACCEPTED,None,False,0,Eligible,False,None
REF_0701,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0702,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0703,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0704,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0705,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0706,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0707,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0708,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0709,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0710,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0711,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0712,ACCEPTED,None,False,0,Eligible,False,None
REF_0713,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0714,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0715,ACCEPTED,None,False,0,Eligible,False,None
REF_0716,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0717,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0718,ACCEPTED,None,False,0,Eligible,False,None
REF_0719,ACCEPTED,None,False,0,Eligible,False,None
REF_0720,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0721,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0722,ACCEPTED,None,False,0,Eligible,False,None
REF_0723,ACCEPTED,None,False,0,Eligible,False,None
REF_0724,ACCEPTED,None,False,0,Eligible,False,None
REF_0725,ACCEPTED,None,False,0,Eligible,False,None
REF_0726,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0727,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0728,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0729,ACCEPTED,None,False,0,Eligible,False,None
REF_0730,ACCEPTED,None,False,0,Eligible,False,None
REF_0731,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0732,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0733,ACCEPTED,None,False,0,Eligible,False,None
REF_0734,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0735,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0736,ACCEPTED,None,False,0,Eligible,False,None
REF_0737,ACCEPTED,None,False,0,Eligible,False,None
REF_0738,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0739,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0740,ACCEPTED,None,False,0,Eligible,False,None
REF_0741,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0742,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0743,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0744,ACCEPTED,None,False,0,Eligible,False,None
REF_0745,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0746,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0747,ACCEPTED,None,False,0,Eligible,False,None
REF_0748,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0749,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0750,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0751,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0752,ACCEPTED,None,False,0,Eligible,False,None
REF_0753,ACCEPTED,None,False,0,Eligible,False,None
REF_0754,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0755,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0756,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0757,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0758,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0759,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0760,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0761,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0762,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0763,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0764,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0765,ACCEPTED,None,False,0,Eligible,False,None
REF_0766,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0767,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0768,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0769,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0770,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0771,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0772,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0773,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0774,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0775,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
