user_id,final_status,rejection_stage,primary_reason,fraud_flag,category,data_source
REF_0132,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 95). ['CRITICAL: Income >1.5x Verified (3.3x)', 'Credit Score Risk (639)']",True,Fraud,Adversarial_Injection
REF_0133,REJECTED,CreditBureauAgent,CRITICAL FRAUD RISK (Score 80). ['CRITICAL: Income >1.5x Verified (3.3x)'],True,Fraud,Adversarial_Injection
REF_0134,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 90). ['CRITICAL: Synthetic Profile (High Income / Deep Subprime)', 'Credit Score Risk (376)']",True,Fraud,Adversarial_Injection
REF_0135,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 90). ['CRITICAL: Hidden Debt Detected (₹24500)', 'Credit Score Risk (552)']",True,Fraud,Adversarial_Injection
REF_0136,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 90). ['CRITICAL: Hidden Debt Detected (₹24500)', 'Credit Score Risk (621)']",True,Fraud,Adversarial_Injection
REF_0137,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 90). ['CRITICAL: Synthetic Profile (High Income / Deep Subprime)', 'Credit Score Risk (444)']",True,Fraud,Adversarial_Injection
REF_0138,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 90). ['CRITICAL: Synthetic Profile (High Income / Deep Subprime)', 'Credit Score Risk (385)']",True,Fraud,Adversarial_Injection
REF_0139,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 90). ['CRITICAL: Hidden Debt Detected (₹24500)', 'Credit Score Risk (530)']",True,Fraud,Adversarial_Injection
REF_0140,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 90). ['CRITICAL: Synthetic Profile (High Income / Deep Subprime)', 'Credit Score Risk (333)']",True,Fraud,Adversarial_Injection
REF_0141,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 90). ['CRITICAL: Synthetic Profile (High Income / Deep Subprime)', 'Credit Score Risk (339)']",True,Fraud,Adversarial_Injection
REF_0142,REJECTED,CreditBureauAgent,CRITICAL FRAUD RISK (Score 80). ['CRITICAL: Income >1.5x Verified (3.3x)'],True,Fraud,Adversarial_Injection
REF_0143,REJECTED,CreditBureauAgent,CRITICAL FRAUD RISK (Score 80). ['CRITICAL: Income >1.5x Verified (3.3x)'],True,Fraud,Adversarial_Injection
REF_0144,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 95). ['CRITICAL: Income >1.5x Verified (3.3x)', 'Credit Score Risk (630)']",True,Fraud,Adversarial_Injection
REF_0145,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 95). ['CRITICAL: Income >1.5x Verified (3.3x)', 'Credit Score Risk (625)']",True,Fraud,Adversarial_Injection
REF_0146,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 170). ['CRITICAL: Income >1.5x Verified (3.3x)', 'CRITICAL: Synthetic Profile (High Income / Deep Subprime)', 'Credit Score Risk (594)']",True,Fraud,Adversarial_Injection
REF_0147,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 95). ['CRITICAL: Income >1.5x Verified (3.3x)', 'Credit Score Risk (614)']",True,Fraud,Adversarial_Injection
REF_0148,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 170). ['CRITICAL: Income >1.5x Verified (3.3x)', 'CRITICAL: Synthetic Profile (High Income / Deep Subprime)', 'Credit Score Risk (591)']",True,Fraud,Adversarial_Injection
REF_0149,REJECTED,CreditBureauAgent,"CRITICAL FRAUD RISK (Score 90). ['CRITICAL: Hidden Debt Detected (₹24500)', 'Credit Score Risk (602)']",True,Fraud,Adversarial_Injection
REF_0150,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0151,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0152,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0153,REJECTED,EligibilityAgent,Total obligations (₹36751) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0154,REJECTED,EligibilityAgent,Total obligations (₹16159) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0155,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0156,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0157,REJECTED,EligibilityAgent,Total obligations (₹73306) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0158,REJECTED,EligibilityAgent,Total obligations (₹45851) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0159,REJECTED,EligibilityAgent,Total obligations (₹39299) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0160,REJECTED,EligibilityAgent,Total obligations (₹145129) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0161,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0162,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0163,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0164,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0165,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0166,REJECTED,EligibilityAgent,Total obligations (₹35866) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0167,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0168,REJECTED,EligibilityAgent,Total obligations (₹48470) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0169,REJECTED,EligibilityAgent,Total obligations (₹27545) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0170,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0171,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0172,REJECTED,EligibilityAgent,Total obligations (₹57081) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0173,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0174,REJECTED,EligibilityAgent,Total obligations (₹63520) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0175,REJECTED,EligibilityAgent,Total obligations (₹31812) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0176,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0177,REJECTED,EligibilityAgent,Total obligations (₹54506) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0178,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0179,REJECTED,EligibilityAgent,Total obligations (₹63196) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0180,REJECTED,EligibilityAgent,Total obligations (₹119371) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0181,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0182,REJECTED,EligibilityAgent,Total obligations (₹34241) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0183,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0184,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0185,REJECTED,EligibilityAgent,Total obligations (₹81167) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0186,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0187,REJECTED,EligibilityAgent,Total obligations (₹36438) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0188,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0189,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0190,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0191,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0192,REJECTED,EligibilityAgent,Total obligations (₹95449) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0193,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0194,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0195,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0196,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0197,REJECTED,EligibilityAgent,Total obligations (₹129543) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0198,REJECTED,EligibilityAgent,Total obligations (₹32381) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0199,REJECTED,EligibilityAgent,Total obligations (₹118550) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0200,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0201,REJECTED,EligibilityAgent,Total obligations (₹92152) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0202,REJECTED,EligibilityAgent,Total obligations (₹45590) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0203,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0204,REJECTED,EligibilityAgent,Total obligations (₹30297) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0205,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0206,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0207,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0208,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0209,REJECTED,EligibilityAgent,Total obligations (₹34914) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0210,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0211,REJECTED,EligibilityAgent,Total obligations (₹22840) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0212,REJECTED,EligibilityAgent,Total obligations (₹122280) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0213,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0214,REJECTED,EligibilityAgent,Total obligations (₹43987) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0215,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0216,REJECTED,EligibilityAgent,Total obligations (₹37762) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0217,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0218,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0219,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0220,REJECTED,EligibilityAgent,Total obligations (₹18923) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0221,REJECTED,EligibilityAgent,Total obligations (₹23993) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0222,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0223,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0224,REJECTED,EligibilityAgent,Total obligations (₹36758) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0225,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0226,REJECTED,EligibilityAgent,Total obligations (₹48091) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0227,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0228,REJECTED,EligibilityAgent,Total obligations (₹82063) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0229,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0230,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0231,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0232,REJECTED,EligibilityAgent,Total obligations (₹96906) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0233,REJECTED,EligibilityAgent,Total obligations (₹138776) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0234,REJECTED,EligibilityAgent,Total obligations (₹35759) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0235,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0236,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0237,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0238,REJECTED,EligibilityAgent,Total obligations (₹42019) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0239,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0240,REJECTED,EligibilityAgent,Total obligations (₹32017) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0241,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0242,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0243,REJECTED,EligibilityAgent,Total obligations (₹112425) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0244,REJECTED,EligibilityAgent,Total obligations (₹49712) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0245,REJECTED,EligibilityAgent,Total obligations (₹32448) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0246,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0247,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0248,REJECTED,EligibilityAgent,Total obligations (₹36878) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0249,REJECTED,EligibilityAgent,Total obligations (₹36749) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0250,REJECTED,EligibilityAgent,Total obligations (₹38088) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0251,REJECTED,EligibilityAgent,Total obligations (₹94097) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0252,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0253,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0254,REJECTED,EligibilityAgent,Total obligations (₹37570) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0255,REJECTED,EligibilityAgent,Total obligations (₹39387) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0256,REJECTED,EligibilityAgent,Total obligations (₹66025) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0257,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0258,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0259,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0260,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0261,REJECTED,EligibilityAgent,Total obligations (₹79622) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0262,REJECTED,EligibilityAgent,Total obligations (₹40850) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0263,REJECTED,EligibilityAgent,Total obligations (₹32527) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0264,REJECTED,EligibilityAgent,Total obligations (₹57754) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0265,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0266,REJECTED,EligibilityAgent,Total obligations (₹76119) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0267,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0268,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0269,REJECTED,EligibilityAgent,Total obligations (₹114124) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0270,REJECTED,EligibilityAgent,Total obligations (₹78734) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0271,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0272,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0273,REJECTED,EligibilityAgent,Total obligations (₹38503) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0274,REJECTED,EligibilityAgent,Total obligations (₹40488) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0275,REJECTED,EligibilityAgent,Total obligations (₹35435) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0276,REJECTED,EligibilityAgent,Total obligations (₹25604) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0277,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0278,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0279,REJECTED,EligibilityAgent,Total obligations (₹146710) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0280,REJECTED,EligibilityAgent,Total obligations (₹59666) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0281,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0282,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0283,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0284,REJECTED,EligibilityAgent,Total obligations (₹32975) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0285,REJECTED,EligibilityAgent,Total obligations (₹42540) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0286,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0287,REJECTED,EligibilityAgent,Total obligations (₹76498) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0288,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0289,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0290,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0291,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0292,REJECTED,EligibilityAgent,Total obligations (₹98115) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0293,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0294,REJECTED,EligibilityAgent,Total obligations (₹28608) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0295,REJECTED,EligibilityAgent,Total obligations (₹122286) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0296,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0297,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0298,REJECTED,EligibilityAgent,Total obligations (₹86504) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0299,REJECTED,EligibilityAgent,Total obligations (₹84350) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0300,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0301,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0302,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0303,REJECTED,EligibilityAgent,Total obligations (₹17559) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0304,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0305,REJECTED,EligibilityAgent,Total obligations (₹22817) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0306,REJECTED,EligibilityAgent,Total obligations (₹31768) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0307,REJECTED,EligibilityAgent,Total obligations (₹58885) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0308,REJECTED,EligibilityAgent,Total obligations (₹57039) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0309,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0310,REJECTED,EligibilityAgent,Total obligations (₹25652) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0311,REJECTED,EligibilityAgent,Total obligations (₹66569) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0312,REJECTED,EligibilityAgent,Total obligations (₹25032) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0313,REJECTED,EligibilityAgent,Total obligations (₹44487) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0314,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0315,REJECTED,EligibilityAgent,Total obligations (₹152532) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0316,REJECTED,EligibilityAgent,Total obligations (₹36379) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0317,REJECTED,EligibilityAgent,Total obligations (₹104864) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0318,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0319,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0320,REJECTED,EligibilityAgent,Total obligations (₹40189) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0321,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0322,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0323,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0324,REJECTED,EligibilityAgent,Total obligations (₹35904) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0325,REJECTED,EligibilityAgent,Total obligations (₹141146) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0326,REJECTED,EligibilityAgent,Total obligations (₹29063) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0327,REJECTED,EligibilityAgent,Total obligations (₹45378) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0328,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0329,REJECTED,EligibilityAgent,Total obligations (₹26252) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0330,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0331,REJECTED,EligibilityAgent,Total obligations (₹58656) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0332,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0333,REJECTED,EligibilityAgent,Total obligations (₹54885) exceed 50% of income.,False,Ineligible_Credit,PLFS_2024_Synthetic
REF_0334,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0335,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0336,REJECTED,EligibilityAgent,"Income below minimum threshold of ₹25,000",False,Ineligible_Income,PLFS_2024_Synthetic
REF_0337,REJECTED,EligibilityAgent,Total obligations (₹22617) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
REF_0338,REJECTED,EligibilityAgent,Total obligations (₹57828) exceed 50% of income.,False,Eligible,PLFS_2024_Synthetic
